Date,Price,Property Type,Location,Bedrooms,Bathrooms,Parking,Garden,Lease Length,Contact,Quarter
February 2024,"€ 2,380",Apartment,Dublin City North - Dublin 9,2 Bedrooms,1 Bathroom,Yes,No,12 months,Estate Agent,Q1
February 2024,"€ 4,910",House,Dublin City South - Dublin 18,3 Bedrooms,2 Bathrooms,N,Y,12 months,Owner,Q1
February 2024,"€ 1,120 per month",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2,No,No,12 months,Estate Agent,Q1
February 2024,"€1,980.00",Apartment,Dublin City South - Dublin 8,1 Bedroom,1 Bathroom,No,No,6 months,Estate Agent,Q1
February 2024,"€ 1,970",Apartment,Dublin City South - Dublin 2,1,1 Bathroom,No,No,12 months,Estate Agent,Q1
February 2024,"€ 1,340",Apartment,Dublin City South - Dublin 18,1,1 Bathroom,No,No,12 months,Estate Agent,Q1
February 2024,"€ 1,610",Apartment,Dublin City South - Dublin 2,1,2 Bathrooms,No,???,3 months,Estate Agent,Q1
February 2024,"€1,310.00",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q1
February 2024,"€ 4,860",House,Dublin City South - Dublin 10,3 Bedrooms,1 Bathroom,No,Y,3 months,Owner,Q1
February 2024,"€ 1,450",Apartment,Dublin City South - Dublin 6W,1 Bedroom,1,No,No,6 months,Estate Agent,Q1
February 2024,"€ 4,460",House,Dublin City North - Dublin 13,5 Bedrooms,1,Yes,Yes,???,Estate Agent,Q1
February 2024,"€ 2,700",House,North Co Dublin,3 Bedrooms,2 Bathrooms,Yes,???,3 months,Owner,Q1
February 2024,"€ 4,110",House,Dublin City North - Dublin 17,2 Bedrooms,1 Bathroom,N,Yes,3 months,Estate Agent,Q1
February 2024,"€ 1,790 per month",Apartment,Dublin City North - Dublin 1,2,1 Bathroom,No,No,12 months,Estate Agent,Q1
February 2024,"€ 2,770",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1,No,No,12 months,Owner,Q1
February 2024,€960.00,Apartment,Dublin City South - Dublin 2,1,1 Bathroom,Yes,No,6 months,Estate Agent,Q1
February 2024,"€ 1,460",Apartment,Dublin City South - Dublin 10,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q1
February 2024,"€ 5,200",House,Dublin City North - Dublin 1,4 Bedrooms,4 Bathrooms,Yes,???,12 months,Owner,Q1
February 2024,"€ 1,380",Apartment,Dublin City North - Dublin 17,2,1 Bathroom,Yes,???,12 months,Owner,Q1
February 2024,"€ 1,960",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,No,No,???,Estate Agent,Q1
February 2024,"€ 2,350",Apartment,Dublin City South - Dublin 4,1 Bedroom,1,No,No,12 months,Estate Agent,Q1
February 2024,€ 840,Apartment,Dublin City North - Dublin 7,1,2,N,No,12 months,Owner,Q1
February 2024,"€ 1,810",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2 Bathrooms,???,No,12 months,Estate Agent,Q1
February 2024,"€ 2,330",Apartment,Dublin City South - Dublin 12,3,2 Bathrooms,Yes,No,12 months,Estate Agent,Q1
February 2024,"€ 1,110",Apartment,Dublin City South - Dublin 6,1 Bedroom,1,No,No,6 months,Estate Agent,Q1
February 2024,"€ 1,100 per month",Apartment,Dublin City South - Dublin 14,1,1 Bathroom,No,No,12 months,Estate Agent,Q1
February 2024,"€ 2,170",Apartment,Dublin City North - Dublin 1,3 Bedrooms,1 Bathroom,No,No,6 months,Estate Agent,Q1
February 2024,"€ 2,460",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,No,No,12 months,Owner,Q1
February 2024,€ 950 per month,Apartment,Dublin City South - Dublin 2,1 Bedroom,1,No,No,12 months,Estate Agent,Q1
February 2024,€ 930,Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q1
February 2024,"€ 1,440",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q1
February 2024,"€ 4,060",House,Dublin City North - Dublin 17,4,3 Bathrooms,No,Yes,6 months,Estate Agent,Q1
February 2024,"€ 1,690",Apartment,Dublin City North - Dublin 1,2,1 Bathroom,No,N,12 months,Owner,Q1
February 2024,"€ 1,380",Apartment,Dublin City North - Dublin 9,2,1 Bathroom,No,No,12 months,Owner,Q1
February 2024,"€ 2,760",House,Dublin City South - Dublin 16,5 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Estate Agent,Q1
February 2024,"€ 4,050",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2 Bathrooms,No,No,3 months,Estate Agent,Q1
February 2024,"€ 4,360",Apartment,Dublin City South - Dublin 16,3,2 Bathrooms,No,No,12 months,Estate Agent,Q1
February 2024,€ 990,Apartment,Dublin City South - Dublin 6W,2 Bedrooms,2 Bathrooms,Yes,No,6 months,Estate Agent,Q1
February 2024,"€ 5,370 per month",House,Dublin City South - Dublin 4,4 Bedrooms,1 Bathroom,Yes,Yes,3 months,Owner,Q1
February 2024,"€ 1,950 per month",Apartment,Dublin City South - Dublin 2,3,2,Yes,No,12 months,Estate Agent,Q1
February 2024,"€ 1,180",Apartment,Dublin City North - Dublin 1,2,1 Bathroom,No,N,6.0,Estate Agent,Q1
February 2024,"€ 1,350 per month",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,6 months,Estate Agent,Q1
February 2024,"€ 2,440",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,No,???,6 months,Estate Agent,Q1
February 2024,"€ 2,750",Apartment,Dublin City South - Dublin 18,2 Bedrooms,1 Bathroom,No,No,12.0,Estate Agent,Q1
February 2024,"€1,410.00",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q1
February 2024,"€ 2,360",House,Dublin City North - Dublin 17,3 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Estate Agent,Q1
February 2024,"€ 1,150 per month",Apartment,Dublin City South - Dublin 2,2,2 Bathrooms,No,N,6 months,Owner,Q1
February 2024,"€ 1,900",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,No,No,???,Owner,Q1
February 2024,"€2,120.00 per month",Apartment,Dublin City North - Dublin 7,2 Bedrooms,1 Bathroom,???,No,3 months,Owner,Q1
February 2024,"€ 2,850",House,Dublin City North - Dublin 1,2,1,No,Yes,6 months,Estate Agent,Q1
February 2024,"€4,120.00",House,North Co Dublin,2 Bedrooms,2,Yes,Yes,12 months,Estate Agent,Q1
February 2024,"€ 2,890",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,No,No,12 months,Owner,Q1
February 2024,"€2,810.00",House,Dublin City North - Dublin 9,2,1 Bathroom,???,No,6 months,Estate Agent,Q1
February 2024,"€ 1,870",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12 months,Owner,Q1
February 2024,"€ 2,000",Apartment,Dublin City South - Dublin 2,2,2,No,No,12 months,Estate Agent,Q1
February 2024,"€ 2,290",Apartment,Dublin City North - Dublin 1,2,1 Bathroom,No,N,12 months,Owner,Q1
February 2024,"€ 1,960 per month",Apartment,Dublin City North - Dublin 1,3,2 Bathrooms,Yes,No,12 months,Estate Agent,Q1
February 2024,"€ 1,690",Apartment,Dublin City North - Dublin 7,2,1 Bathroom,No,No,12 months,Estate Agent,Q1
February 2024,"€ 3,190",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q1
February 2024,"€ 1,150",Apartment,Dublin City North - Dublin 1,2,2 Bathrooms,No,No,12 months,Estate Agent,Q1
February 2024,"€2,860.00",House,Dublin City South - Dublin 14,3 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Estate Agent,Q1
February 2024,"€ 1,460",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,???,No,6 months,Estate Agent,Q1
February 2024,"€ 1,980",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q1
February 2024,€780.00,Apartment,Dublin City North - Dublin 15,1 Bedroom,1,No,No,6 months,Owner,Q1
February 2024,"€2,490.00 per month",Apartment,Dublin City South - Dublin 12,2,1 Bathroom,Yes,No,12 months,Estate Agent,Q1
February 2024,"€ 5,050",House,Dublin City North - Dublin 5,3,1 Bathroom,Yes,Yes,12 months,Owner,Q1
February 2024,"€ 1,370",Apartment,North Co Dublin,2 Bedrooms,2 Bathrooms,Yes,No,12 months,Estate Agent,Q1
February 2024,"€ 1,510",Apartment,Dublin City South - Dublin 14,3 Bedrooms,1 Bathroom,No,No,12.0,Estate Agent,Q1
February 2024,"€ 5,520",House,Dublin City South - Dublin 4,4 Bedrooms,2 Bathrooms,Yes,???,12 months,Owner,Q1
February 2024,"€ 1,300 per month",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1,N,No,???,Estate Agent,Q1
February 2024,"€ 3,530",Apartment,Dublin City South - Dublin 6W,3,2,???,No,12 months,Estate Agent,Q1
February 2024,"€ 1,920",Apartment,Dublin City North - Dublin 9,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q1
February 2024,"€ 1,460 per month",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q1
February 2024,"€ 2,990",Apartment,Dublin City South - Dublin 2,2,2 Bathrooms,No,???,6 months,Estate Agent,Q1
February 2024,"€ 2,060",Apartment,Dublin City South - Dublin 2,2,1 Bathroom,No,No,12 months,Estate Agent,Q1
February 2024,"€ 2,060",Apartment,Dublin City South - Dublin 2,2,2 Bathrooms,???,No,12 months,Estate Agent,Q1
February 2024,"€ 1,280",Apartment,Dublin City North - Dublin 15,2,1 Bathroom,No,No,12 months,Owner,Q1
February 2024,"€ 1,600",Apartment,Dublin City North - Dublin 3,1,2 Bathrooms,Yes,No,12 months,Estate Agent,Q1
February 2024,"€ 4,490",Apartment,Dublin City North - Dublin 7,3 Bedrooms,2 Bathrooms,No,N,12 months,Estate Agent,Q1
February 2024,"€ 1,400",Apartment,Dublin City North - Dublin 17,3 Bedrooms,1 Bathroom,Yes,No,12 months,Estate Agent,Q1
February 2024,"€ 3,690 per month",House,Dublin City South - Dublin 2,3 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Estate Agent,Q1
February 2024,"€ 1,340 per month",Apartment,North Co Dublin,1 Bedroom,1 Bathroom,No,???,12 months,Estate Agent,Q1
February 2024,"€ 2,270 per month",Apartment,Dublin City North - Dublin 13,3,1 Bathroom,No,No,12 months,Estate Agent,Q1
February 2024,"€ 3,630",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2,No,No,3 months,Estate Agent,Q1
February 2024,"€ 2,140",Apartment,Dublin City North - Dublin 15,2 Bedrooms,2,Yes,No,12 months,Owner,Q1
February 2024,"€ 3,480",Apartment,Dublin City North - Dublin 1,3 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q1
February 2024,"€ 3,160",House,Dublin City North - Dublin 9,3 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q1
February 2024,"€ 3,130",House,Dublin City South - Dublin 22,4,4,Yes,Yes,12.0,Owner,Q1
February 2024,€ 970 per month,Apartment,Dublin City South - Dublin 14,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q1
February 2024,"€1,520.00",Apartment,Dublin City South - Dublin 14,1,2,No,No,12 months,Estate Agent,Q1
February 2024,"€ 1,840 per month",Apartment,Dublin City North - Dublin 13,1 Bedroom,1,???,No,3 months,Estate Agent,Q1
February 2024,"€ 1,260 per month",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q1
February 2024,"€ 1,040",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,N,N,12 months,Estate Agent,Q1
February 2024,"€ 5,060 per month",Apartment,Dublin City South - Dublin 2,3 Bedrooms,1 Bathroom,???,No,12 months,Estate Agent,Q1
February 2024,"€ 1,150",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,???,No,12 months,Estate Agent,Q1
February 2024,"€ 2,300",Apartment,Dublin City North - Dublin 1,3,1,No,No,12.0,Estate Agent,Q1
February 2024,"€ 1,680",Apartment,Dublin City North - Dublin 3,1 Bedroom,1 Bathroom,No,No,6 months,Owner,Q1
February 2024,"€ 1,680",Apartment,Dublin City South - Dublin 2,2,2 Bathrooms,No,No,12 months,Estate Agent,Q1
February 2024,"€ 2,550 per month",Apartment,Dublin City South - Dublin 12,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q1
February 2024,"€2,260.00",Apartment,North Co Dublin,2,1 Bathroom,Y,No,12 months,Owner,Q1
February 2024,"€ 1,490",Apartment,Dublin City North - Dublin 15,1 Bedroom,2 Bathrooms,No,No,3 months,Owner,Q1
February 2024,"€ 2,010",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q1
February 2024,"€ 1,100",Apartment,Dublin City North - Dublin 1,1,2 Bathrooms,No,N,3 months,Estate Agent,Q1
February 2024,"€ 5,600",House,Dublin City South - Dublin 18,3 Bedrooms,2 Bathrooms,No,Yes,3 months,Estate Agent,Q1
February 2024,"€ 1,500 per month",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2 Bathrooms,Yes,No,6 months,Estate Agent,Q1
February 2024,"€ 1,630",Apartment,Dublin City North - Dublin 1,1 Bedroom,1,No,No,12 months,Estate Agent,Q1
February 2024,"€ 1,760",Apartment,Dublin City North - Dublin 9,3 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q1
February 2024,"€ 3,600",House,Dublin City North - Dublin 11,3 Bedrooms,2 Bathrooms,No,Y,3 months,Estate Agent,Q1
February 2024,"€ 1,880",Apartment,Dublin City North - Dublin 11,2 Bedrooms,2 Bathrooms,Yes,No,12 months,Estate Agent,Q1
February 2024,"€2,370.00",House,Dublin City South - Dublin 8,4 Bedrooms,3 Bathrooms,Yes,???,12 months,Estate Agent,Q1
February 2024,"€ 4,320",Apartment,Dublin City South - Dublin 2,3,2,N,No,12.0,Estate Agent,Q1
February 2024,"€ 1,540 per month",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,N,No,12 months,Estate Agent,Q1
February 2024,"€ 5,180",House,Dublin City South - Dublin 8,3 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Estate Agent,Q1
February 2024,"€ 2,550",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,6 months,Estate Agent,Q1
February 2024,€ 790,Apartment,Dublin City South - Dublin 18,1 Bedroom,2 Bathrooms,No,No,12.0,Estate Agent,Q1
February 2024,"€4,850.00",House,Dublin City North - Dublin 3,3 Bedrooms,1 Bathroom,Yes,Yes,12 months,Estate Agent,Q1
March 2024,"€ 5,920",House,Dublin City North - Dublin 1,3 Bedrooms,2 Bathrooms,Yes,Yes,3 months,Owner,Q1
March 2024,"€ 2,370",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,N,No,12.0,Estate Agent,Q1
March 2024,"€ 2,810",House,Dublin City North - Dublin 15,1 Bedroom,2 Bathrooms,No,Yes,???,Estate Agent,Q1
March 2024,"€ 2,450",Apartment,Dublin City South - Dublin 4,1,2,No,No,12 months,Owner,Q1
March 2024,"€ 1,600",Apartment,Dublin City North - Dublin 11,1 Bedroom,2,No,No,12 months,Estate Agent,Q1
March 2024,"€ 2,900 per month",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1,No,No,12 months,Owner,Q1
March 2024,"€ 6,400",House,Dublin City South - Dublin 2,4 Bedrooms,1 Bathroom,Y,Yes,6 months,Owner,Q1
March 2024,"€ 1,230",Apartment,Dublin City South - Dublin 20,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q1
March 2024,"€ 1,750",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q1
March 2024,"€ 1,930",Apartment,Dublin City North - Dublin 5,1 Bedroom,2 Bathrooms,Yes,???,12 months,Owner,Q1
March 2024,"€1,250.00",Apartment,Dublin City North - Dublin 5,2 Bedrooms,2 Bathrooms,Yes,N,12 months,Estate Agent,Q1
March 2024,"€ 1,800",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,???,12 months,Estate Agent,Q1
March 2024,"€ 1,580",Apartment,Dublin City North - Dublin 15,2 Bedrooms,1 Bathroom,Yes,N,12 months,Estate Agent,Q1
March 2024,"€ 1,490",Apartment,Dublin City South - Dublin 8,2,2 Bathrooms,N,No,12 months,Estate Agent,Q1
March 2024,"€ 4,260",House,Dublin City South - Dublin 6W,5,3 Bathrooms,Yes,Yes,12.0,Estate Agent,Q1
March 2024,"€ 1,240",Apartment,Dublin City South - Dublin 2,1 Bedroom,1,Yes,No,6 months,Estate Agent,Q1
March 2024,"€ 1,050",Apartment,Dublin City North - Dublin 17,1 Bedroom,2 Bathrooms,Yes,N,6 months,Estate Agent,Q1
March 2024,"€ 4,290",House,Dublin City North - Dublin 1,3 Bedrooms,1 Bathroom,Yes,Yes,12 months,Estate Agent,Q1
March 2024,"€ 2,600",House,North Co Dublin,3,2 Bathrooms,N,Yes,12 months,Owner,Q1
March 2024,"€ 1,130",Apartment,Dublin City South - Dublin 12,1,2 Bathrooms,No,No,12 months,Owner,Q1
March 2024,"€ 1,160 per month",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q1
March 2024,"€ 1,210",Apartment,Dublin City North - Dublin 7,2,1 Bathroom,No,No,6 months,Estate Agent,Q1
March 2024,"€ 2,630",Apartment,Dublin City South - Dublin 8,3 Bedrooms,1,No,No,12 months,Estate Agent,Q1
March 2024,"€ 3,680 per month",House,Dublin City South - Dublin 24,2 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Estate Agent,Q1
March 2024,"€ 6,240",Apartment,Dublin City North - Dublin 1,3 Bedrooms,2 Bathrooms,Yes,No,3 months,Estate Agent,Q1
March 2024,"€ 1,580",Apartment,Dublin City South - Dublin 4,2 Bedrooms,1 Bathroom,No,No,3 months,Estate Agent,Q1
March 2024,"€1,230.00",Apartment,Dublin City South - Dublin 6W,1 Bedroom,1,No,N,12 months,Estate Agent,Q1
March 2024,"€2,160.00",Apartment,Dublin City North - Dublin 1,1,1 Bathroom,No,No,12.0,Owner,Q1
March 2024,"€ 1,930",Apartment,Dublin City North - Dublin 1,1 Bedroom,1,No,No,12 months,Owner,Q1
March 2024,"€ 1,690",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,N,3 months,Estate Agent,Q1
March 2024,"€ 2,200 per month",Apartment,Dublin City South - Dublin 2,1,1 Bathroom,No,No,12 months,Estate Agent,Q1
March 2024,"€ 1,660",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q1
March 2024,"€ 2,100 per month",Apartment,Dublin City South - Dublin 2,1,2 Bathrooms,No,No,12 months,Estate Agent,Q1
March 2024,"€ 2,890 per month",House,Dublin City South - Dublin 2,4 Bedrooms,1 Bathroom,No,Yes,12 months,Estate Agent,Q1
March 2024,"€ 1,630 per month",Apartment,Dublin City North - Dublin 1,2,1 Bathroom,No,???,12 months,Estate Agent,Q1
March 2024,"€ 1,160",Apartment,Dublin City South - Dublin 16,1,2,No,No,12 months,Owner,Q1
March 2024,"€ 1,770",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2,No,No,12 months,Estate Agent,Q1
March 2024,"€1,320.00",Apartment,Dublin City North - Dublin 9,1,2 Bathrooms,Y,No,12.0,Owner,Q1
March 2024,"€ 3,860",House,Dublin City North - Dublin 11,2,2,Yes,???,3 months,Estate Agent,Q1
March 2024,"€ 1,030",Apartment,Dublin City North - Dublin 17,2 Bedrooms,1 Bathroom,Yes,???,12 months,Estate Agent,Q1
March 2024,"€ 1,130",Apartment,Dublin City North - Dublin 11,1 Bedroom,2 Bathrooms,No,N,12 months,Estate Agent,Q1
March 2024,"€ 3,010",Apartment,Dublin City South - Dublin 6,2,1 Bathroom,No,N,6.0,Estate Agent,Q1
March 2024,€970.00 per month,Apartment,Dublin City South - Dublin 12,1,2,No,No,12 months,Estate Agent,Q1
March 2024,"€ 1,250",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,No,No,6.0,Estate Agent,Q1
March 2024,"€ 1,810",Apartment,Dublin City North - Dublin 17,2,1 Bathroom,No,No,3 months,Estate Agent,Q1
March 2024,"€ 4,900",House,Dublin City South - Dublin 2,4,3 Bathrooms,Yes,Yes,12 months,Estate Agent,Q1
March 2024,"€ 1,400",Apartment,Dublin City North - Dublin 15,1 Bedroom,2 Bathrooms,Yes,No,6 months,Estate Agent,Q1
March 2024,"€ 1,630",Apartment,Dublin City North - Dublin 7,1,1,No,No,12 months,Owner,Q1
March 2024,"€2,140.00",Apartment,Dublin City North - Dublin 1,2,2 Bathrooms,No,No,12 months,Estate Agent,Q1
March 2024,"€ 1,040 per month",Apartment,Dublin City North - Dublin 1,2,1 Bathroom,No,No,12 months,Owner,Q1
March 2024,"€ 1,720",Apartment,Dublin City South - Dublin 16,1 Bedroom,1 Bathroom,No,No,12.0,Estate Agent,Q1
March 2024,"€ 1,070",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q1
March 2024,"€ 1,540 per month",Apartment,Dublin City North - Dublin 17,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q1
March 2024,"€ 1,550",Apartment,Dublin City South - Dublin 24,2,1 Bathroom,No,No,12 months,Estate Agent,Q1
March 2024,"€ 1,430 per month",Apartment,Dublin City South - Dublin 2,2,1 Bathroom,???,No,12.0,Estate Agent,Q1
March 2024,"€ 1,270",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q1
March 2024,"€ 3,630",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,No,No,3 months,Owner,Q1
March 2024,"€ 3,270",Apartment,Dublin City South - Dublin 12,3 Bedrooms,2 Bathrooms,Yes,No,12 months,Estate Agent,Q1
March 2024,"€ 1,460",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,6 months,Estate Agent,Q1
March 2024,"€ 4,490",House,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12.0,Estate Agent,Q1
March 2024,"€ 1,720",Apartment,Dublin City South - Dublin 12,1 Bedroom,1 Bathroom,???,No,12 months,Estate Agent,Q1
March 2024,"€ 3,520",House,Dublin City South - Dublin 10,1 Bedroom,2,No,Yes,12 months,Owner,Q1
March 2024,"€ 1,370",Apartment,Dublin City North - Dublin 1,2,2 Bathrooms,No,No,12 months,Estate Agent,Q1
March 2024,"€ 2,730",House,South Co Dublin,3 Bedrooms,1,Yes,Y,12 months,Owner,Q1
March 2024,"€ 1,860",Apartment,Dublin City North - Dublin 1,2,1 Bathroom,No,No,12 months,Estate Agent,Q1
March 2024,€ 830,Apartment,Dublin City North - Dublin 9,1,2 Bathrooms,No,No,12 months,Estate Agent,Q1
March 2024,"€ 2,770",House,Dublin City North - Dublin 11,3 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Estate Agent,Q1
March 2024,"€1,600.00",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,N,No,12 months,Owner,Q1
March 2024,"€ 1,010",Apartment,Dublin City North - Dublin 11,1 Bedroom,1 Bathroom,No,No,3 months,Estate Agent,Q1
March 2024,"€ 1,450",Apartment,Dublin City North - Dublin 13,2 Bedrooms,2 Bathrooms,N,No,6 months,Estate Agent,Q1
March 2024,"€ 2,360",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,???,12 months,Estate Agent,Q1
